Negócio - Negócio criado em,Negócio - Organização 2,Negócio - Novo cliente?,Negócio - Etapa,Negócio - Status,Negócio - Data de ganho,Negócio - Data de perda,Organização - Canal de Origem,Negócio - Data atualizada,Negócio - Data da Última Atividade
2021-09-17 11:36:48,Imobiliária 191,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-13 10:21:34,
2021-09-17 11:38:46,Imobiliária 105,,02 - Ta quente!,Perdido,,2021-09-30 17:00:56,Tipo B,2021-09-30 17:00:56,2021-09-29
2021-09-17 11:40:12,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-11 10:24:44,Tipo B,2021-10-11 10:24:44,
2021-09-17 11:41:09,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-10-11 10:24:30,Tipo B,2021-10-11 10:24:30,
2021-09-17 11:41:18,Imobiliária 63,Não,05 - Acompanhamento,Perdido,,2021-10-13 16:40:41,Tipo D,2021-10-13 16:40:41,2021-09-27
2021-09-17 11:46:05,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 10:53:04,Tipo B,2021-10-08 10:53:04,
2021-09-17 11:46:51,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-09-20 15:31:18,Tipo B,2021-09-20 15:31:18,
2021-09-17 11:59:51,Imobiliária 116,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:37:54,Tipo B,2021-10-13 16:37:54,2021-09-27
2021-09-17 12:03:43,Imobiliária 42,Sim,03 - Visita Agendada,Perdido,,2021-09-23 14:08:14,Tipo D,2021-09-23 14:08:14,2021-09-20
2021-09-17 12:15:55,Imobiliária 18,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 11:53:10,2021-09-23
2021-09-17 13:29:24,Imobiliária 146,Sim,05 - Acompanhamento,Perdido,,2021-10-14 10:57:41,Tipo B,2021-10-14 10:57:41,2021-09-20
2021-09-17 13:43:58,Imobiliária 92,,02 - Ta quente!,Perdido,,2021-10-14 14:32:38,Tipo A,2021-10-14 14:32:38,2021-10-07
2021-09-17 13:48:43,Imobiliária 92,Sim,05 - Acompanhamento,Perdido,,2021-10-13 17:41:11,Tipo A,2021-10-13 17:41:11,2021-09-22
2021-09-17 13:49:33,Imobiliária 50,,02 - Ta quente!,Perdido,,2021-10-01 15:17:53,Tipo D,2021-10-01 15:17:54,2021-09-27
2021-09-17 13:51:35,Imobiliária 92,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:17:31,Tipo A,2021-10-14 09:17:31,2021-10-04
2021-09-17 13:58:44,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-04 12:00:35,Tipo B,2021-10-11 15:41:13,2021-10-07
2021-09-17 14:01:26,Imobiliária 158,,02 - Ta quente!,Em aberto,,,Tipo B,2021-09-17 14:04:03,
2021-09-17 14:05:54,Imobiliária 125,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-11 13:52:22,
2021-09-17 14:08:34,Imobiliária 156,Não,05 - Acompanhamento,Perdido,,2021-09-18 09:29:27,Tipo C,2021-09-18 09:29:27,
2021-09-17 14:23:05,Imobiliária 157,Não,05 - Acompanhamento,Perdido,,2021-09-28 16:33:44,Tipo C,2021-09-28 16:33:45,2021-09-18
2021-09-17 14:59:25,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-04 09:48:04,Tipo B,2021-10-04 09:48:04,
2021-09-17 15:00:01,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-10-04 09:47:49,Tipo B,2021-10-04 09:47:49,
2021-09-17 15:02:37,Imobiliária 171,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-01 10:43:26,
2021-09-17 15:02:57,Imobiliária 12,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 09:31:22,2021-10-04
2021-09-17 15:19:41,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 11:00:18,Tipo B,2021-10-08 11:00:18,
2021-09-17 15:21:07,Imobiliária 3,Não,05 - Acompanhamento,Perdido,,2021-10-08 11:00:05,Tipo B,2021-10-08 11:00:05,
2021-09-17 15:23:00,Imobiliária 31,Sim,05 - Acompanhamento,Perdido,,2021-09-22 17:11:44,Tipo D,2021-09-22 17:11:44,2021-09-22
2021-09-17 15:26:53,Imobiliária 31,Não,05 - Acompanhamento,Perdido,,2021-10-13 16:37:05,Tipo D,2021-10-13 16:37:05,2021-09-27
2021-09-17 15:27:19,Imobiliária 239,Não,05 - Acompanhamento,Perdido,,2021-09-27 11:38:43,Tipo B,2021-09-27 11:38:44,2021-09-27
2021-09-17 15:28:46,Imobiliária 239,Não,05 - Acompanhamento,Perdido,,2021-09-27 11:37:38,Tipo B,2021-09-27 11:37:39,2021-09-27
2021-09-17 15:34:19,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-14 08:46:40,Tipo B,2021-10-14 08:46:40,
2021-09-17 15:34:41,Imobiliária 110,Não,05 - Acompanhamento,Perdido,,2021-10-14 08:48:37,Tipo B,2021-10-14 08:48:37,
2021-09-17 15:38:28,Imobiliária 44,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:27:16,Tipo D,2021-09-25 11:02:00,2021-09-21
2021-09-17 15:51:31,Imobiliária 125,,05 - Acompanhamento,Perdido,,2021-09-23 09:29:31,Tipo B,2021-09-23 09:56:11,2021-09-23
2021-09-17 16:00:30,Imobiliária 240,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-13 16:35:38,2021-09-27
2021-09-17 16:04:14,Imobiliária 240,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:14:37,Tipo C,2021-09-20 17:14:37,2021-09-20
2021-09-17 16:09:23,Imobiliária 8,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:28:29,Tipo A,2021-09-20 17:28:29,2021-09-21
2021-09-17 16:12:22,Imobiliária 183,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:22:44,Tipo B,2021-10-14 09:22:44,
2021-09-17 16:12:42,Imobiliária 183,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:22:00,Tipo B,2021-10-14 09:22:00,
2021-09-17 16:12:49,Imobiliária 125,Sim,03 - Visita Agendada,Perdido,,2021-10-06 10:38:11,Tipo B,2021-10-06 10:38:11,
2021-09-17 16:12:57,Imobiliária 171,Sim,05 - Acompanhamento,Perdido,,2021-10-14 10:57:28,Tipo C,2021-10-14 10:57:28,
2021-09-17 16:13:38,Imobiliária 183,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:22:31,Tipo B,2021-10-14 09:22:31,
2021-09-17 16:13:57,Imobiliária 183,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:21:39,Tipo B,2021-10-14 09:21:39,
2021-09-17 16:14:41,Imobiliária 183,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:22:53,Tipo B,2021-10-14 09:22:53,
2021-09-17 16:15:15,Imobiliária 183,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:21:19,Tipo B,2021-10-14 09:21:19,
2021-09-17 16:17:01,Imobiliária 158,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-11 15:36:44,
2021-09-17 16:17:39,Imobiliária 260,,01 - Contato,Em aberto,,,Tipo A,2021-10-13 15:14:24,
2021-09-17 16:19:06,Imobiliária 146,Não,07 - Negociação,Perdido,,2021-09-27 07:58:45,Tipo B,2021-09-27 07:58:45,2021-09-20
2021-09-17 16:22:15,Imobiliária 125,,03 - Visita Agendada,Perdido,,2021-10-06 10:38:21,Tipo B,2021-10-06 10:38:21,
2021-09-17 16:26:50,Imobiliária 158,Sim,05 - Acompanhamento,Perdido,,2021-10-05 08:59:06,Tipo B,2021-10-05 08:59:07,2021-09-27
2021-09-17 16:27:23,Imobiliária 134,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:30:40,Tipo B,2021-10-13 16:30:40,2021-09-27
2021-09-17 16:36:14,Imobiliária 110,Sim,05 - Acompanhamento,Perdido,,2021-10-13 16:33:40,Tipo B,2021-10-13 16:33:40,
2021-09-17 16:38:03,Imobiliária 134,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:13:24,Tipo B,2021-09-20 17:13:24,2021-09-20
2021-09-17 16:38:23,Imobiliária 248,,02 - Ta quente!,Perdido,,2021-09-21 09:51:21,Tipo C,2021-09-21 09:51:22,
2021-09-17 16:38:26,Imobiliária 110,Não,05 - Acompanhamento,Perdido,,2021-10-13 16:33:52,Tipo B,2021-10-13 16:33:51,
2021-09-17 16:40:05,Imobiliária 156,Sim,05 - Acompanhamento,Perdido,,2021-09-28 14:28:36,Tipo C,2021-09-28 14:28:36,2021-09-21
2021-09-17 16:40:33,Imobiliária 18,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-13 11:52:33,
2021-09-17 16:43:11,Imobiliária 260,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-14 10:36:29,
2021-09-17 16:44:32,Imobiliária 260,Sim,02 - Ta quente!,Perdido,,2021-09-17 19:37:39,Tipo A,2021-09-17 19:37:39,
2021-09-17 16:53:18,Imobiliária 52,Sim,05 - Acompanhamento,Perdido,,2021-09-21 15:23:46,Tipo D,2021-09-21 15:23:46,2021-09-21
2021-09-17 16:55:55,Imobiliária 52,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:41:31,Tipo D,2021-10-13 17:41:31,2021-09-27
2021-09-17 17:00:00,Imobiliária 79,Sim,05 - Acompanhamento,Perdido,,2021-10-01 16:04:44,Tipo A,2021-10-01 16:04:44,2021-09-27
2021-09-17 17:03:05,Imobiliária 153,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:20:32,Tipo B,2021-10-14 09:20:32,
2021-09-17 17:03:35,Imobiliária 153,Não,05 - Acompanhamento,Perdido,,2021-10-14 09:23:39,Tipo B,2021-10-14 09:23:39,
2021-09-17 17:05:00,Imobiliária 79,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:18:43,Tipo A,2021-09-20 17:18:43,2021-09-21
2021-09-17 17:11:28,Imobiliária 53,Sim,05 - Acompanhamento,Perdido,,2021-09-20 17:01:55,Tipo D,2021-09-20 17:01:55,2021-09-20
2021-09-17 17:14:55,Imobiliária 53,Não,05 - Acompanhamento,Perdido,,2021-09-20 17:01:34,Tipo D,2021-09-20 17:01:34,2021-09-20
2021-09-17 17:16:05,Imobiliária 19,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:06:38,Tipo D,2021-10-14 09:06:38,
2021-09-17 17:19:04,Imobiliária 214,Sim,05 - Acompanhamento,Perdido,,2021-10-04 12:00:39,Tipo B,2021-10-04 12:00:39,2021-09-24
2021-09-17 17:20:20,Imobiliária 74,Não,03 - Visita Agendada,Perdido,,2021-09-17 17:22:39,Tipo C,2021-09-17 17:22:40,
2021-09-17 17:21:40,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 10:59:19,Tipo B,2021-10-08 10:59:19,
2021-09-17 17:22:11,Imobiliária 105,Não,07 - Negociação,Perdido,,2021-09-27 11:46:45,Tipo B,2021-09-27 11:46:45,
2021-09-17 17:23:20,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-09-20 08:30:39,Tipo C,2021-09-20 08:30:40,2021-09-20
2021-09-17 17:24:06,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-09-20 08:30:25,Tipo C,2021-09-20 08:30:26,2021-09-20
2021-09-17 17:24:06,Imobiliária 214,Não,05 - Acompanhamento,Perdido,,2021-09-20 16:27:46,Tipo B,2021-09-20 16:27:46,2021-09-20
2021-09-17 17:24:36,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-09-20 08:30:11,Tipo C,2021-09-20 08:30:12,2021-09-20
2021-09-17 17:30:29,Imobiliária 258,Sim,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-09 11:15:16,2021-10-08
2021-09-17 19:39:42,Imobiliária 260,Sim,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-04 08:27:06,
2021-09-17 19:55:19,Imobiliária 260,Não,03 - Visita Agendada,Em aberto,,,Tipo A,2021-10-14 08:49:40,
2021-09-18 09:28:32,Imobiliária 156,Não,05 - Acompanhamento,Perdido,,2021-09-28 15:32:57,Tipo C,2021-09-28 15:32:57,2021-09-20
2021-09-18 09:39:58,Imobiliária 196,,03 - Visita Agendada,Perdido,,2021-09-27 09:04:21,Tipo B,2021-09-27 09:04:22,2021-09-20
2021-09-18 10:42:55,Imobiliária 241,Não,04 - Pós-visita,Perdido,,2021-09-20 16:00:47,Tipo B,2021-09-20 16:00:51,2021-09-24
2021-09-18 11:39:24,Imobiliária 36,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-13 16:46:24,
2021-09-20 08:50:53,Imobiliária 49,Não,05 - Acompanhamento,Perdido,,2021-09-21 15:22:07,Tipo C,2021-09-21 15:22:07,2021-09-21
2021-09-20 09:18:40,Imobiliária 260,,05 - Acompanhamento,Perdido,,2021-09-27 17:05:51,Tipo A,2021-09-27 17:05:51,
2021-09-20 09:27:44,Imobiliária 260,Sim,05 - Acompanhamento,Perdido,,2021-10-04 15:02:49,Tipo A,2021-10-04 15:02:49,
2021-09-20 09:29:57,Imobiliária 260,Não,03 - Visita Agendada,Perdido,,2021-10-13 17:19:33,Tipo A,2021-10-13 17:19:34,
2021-09-20 09:34:15,Imobiliária 168,,02 - Ta quente!,Perdido,,2021-10-01 13:57:59,Tipo C,2021-10-01 13:57:59,2021-09-28
2021-09-20 09:50:18,Imobiliária 260,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-06 10:27:09,
2021-09-20 09:56:15,Imobiliária 36,Sim,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-07 11:56:09,
2021-09-20 09:58:06,Imobiliária 74,,02 - Ta quente!,Em aberto,,,Tipo C,2021-09-24 15:08:11,
2021-09-20 10:36:51,Imobiliária 227,,02 - Ta quente!,Perdido,,2021-10-06 16:02:50,Tipo C,2021-10-06 16:02:50,2021-09-23
2021-09-20 10:37:57,Imobiliária 12,Não,05 - Acompanhamento,Perdido,,2021-10-13 15:36:56,Tipo B,2021-10-13 15:36:56,
2021-09-20 10:42:17,Imobiliária 227,Sim,05 - Acompanhamento,Perdido,,2021-09-25 09:07:57,Tipo C,2021-09-25 09:07:57,2021-09-24
2021-09-20 10:43:22,Imobiliária 248,Sim,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-14 10:56:15,
2021-09-20 10:57:54,Imobiliária 258,Não,05 - Acompanhamento,Perdido,,2021-09-22 14:26:12,Tipo A,2021-09-22 14:26:13,2021-09-21
2021-09-20 11:01:37,Imobiliária 36,Não,05 - Acompanhamento,Perdido,,2021-09-22 09:47:13,Tipo C,2021-09-22 09:47:14,
2021-09-20 11:04:41,Imobiliária 258,Não,05 - Acompanhamento,Perdido,,2021-09-22 14:27:26,Tipo A,2021-09-22 14:27:27,2021-09-21
2021-09-20 11:08:19,Imobiliária 36,Não,05 - Acompanhamento,Perdido,,2021-09-22 09:46:21,Tipo C,2021-09-22 09:46:21,
2021-09-20 11:18:58,Imobiliária 129,Sim,05 - Acompanhamento,Perdido,,2021-09-22 14:37:00,Tipo B,2021-09-22 14:37:01,2021-09-21
2021-09-20 11:22:46,Imobiliária 129,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 16:24:12,2021-10-12
2021-09-20 11:47:50,Imobiliária 136,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-11 15:30:05,2021-10-13
2021-09-20 11:49:59,Imobiliária 136,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-09 10:20:28,2021-10-13
2021-09-20 11:56:05,Imobiliária 45,,02 - Ta quente!,Perdido,,2021-10-01 09:55:33,Tipo D,2021-10-01 09:55:36,2021-09-30
2021-09-20 11:57:22,Imobiliária 136,Não,05 - Acompanhamento,Perdido,,2021-10-11 15:31:46,Tipo B,2021-10-11 15:31:47,2021-10-13
2021-09-20 11:57:51,Imobiliária 45,Sim,05 - Acompanhamento,Perdido,,2021-09-28 09:07:55,Tipo D,2021-09-28 09:07:56,2021-09-25
2021-09-20 12:02:02,Imobiliária 74,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-14 11:22:47,
2021-09-20 12:06:13,Imobiliária 186,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:02:43,Tipo C,2021-10-14 11:02:43,
2021-09-20 12:07:10,Imobiliária 105,Não,07 - Negociação,Perdido,,2021-09-30 17:10:53,Tipo B,2021-10-08 14:47:06,2021-09-27
2021-09-20 12:12:50,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:18:18,Tipo C,2021-10-14 11:18:18,
2021-09-20 12:20:22,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:14:25,Tipo C,2021-10-14 11:14:25,2021-09-21
2021-09-20 12:21:20,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:18:04,Tipo C,2021-10-14 11:18:04,
2021-09-20 12:23:06,Imobiliária 186,Não,05 - Acompanhamento,Perdido,,2021-10-14 11:02:37,Tipo C,2021-10-14 11:02:37,
2021-09-20 13:22:01,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-09-23 10:29:49,Tipo C,2021-09-23 10:29:50,2021-09-22
2021-09-20 13:36:41,Imobiliária 105,Sim,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-14 10:39:11,2021-10-04
2021-09-20 13:38:05,Imobiliária 51,,02 - Ta quente!,Perdido,,2021-10-11 14:28:22,Tipo D,2021-10-11 14:28:22,
2021-09-20 13:45:22,Imobiliária 74,Sim,04 - Pós-visita,Perdido,,2021-09-23 16:25:04,Tipo C,2021-09-23 16:25:05,2021-09-28
2021-09-20 13:48:59,Imobiliária 74,Não,03 - Visita Agendada,Perdido,,2021-09-20 16:04:26,Tipo C,2021-09-20 16:04:27,2021-09-21
2021-09-20 13:51:45,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-09-23 16:25:22,Tipo C,2021-09-23 16:25:23,2021-09-22
2021-09-20 13:57:32,Imobiliária 74,Não,04 - Pós-visita,Perdido,,2021-09-23 16:24:43,Tipo C,2021-09-23 16:24:44,2021-09-22
2021-09-20 14:05:22,Imobiliária 136,Não,01 - Contato,Perdido,,2021-09-30 14:24:45,Tipo B,2021-09-30 14:24:45,
2021-09-20 14:06:31,Imobiliária 136,Não,01 - Contato,Perdido,,2021-10-09 09:33:10,Tipo B,2021-10-09 09:33:10,2021-10-04
2021-09-20 14:12:51,Imobiliária 136,Não,01 - Contato,Perdido,,2021-09-30 14:23:45,Tipo B,2021-09-30 14:23:45,2021-09-24
2021-09-20 14:14:02,Imobiliária 136,Não,05 - Acompanhamento,Perdido,,2021-10-11 15:32:26,Tipo B,2021-10-11 15:32:27,2021-10-08
2021-09-20 14:17:52,Imobiliária 136,Não,01 - Contato,Em aberto,,,Tipo B,2021-10-09 09:32:40,2021-10-08
2021-09-20 14:17:59,Imobiliária 42,Não,05 - Acompanhamento,Perdido,,2021-09-22 10:10:32,Tipo D,2021-09-22 10:10:32,2021-09-20
2021-09-20 14:22:48,Imobiliária 136,Não,04 - Pós-visita,Perdido,,2021-10-07 17:30:52,Tipo B,2021-10-07 17:30:53,2021-10-04
2021-09-20 14:33:39,Imobiliária 129,Não,05 - Acompanhamento,Em aberto,,,Tipo B,2021-10-11 15:55:10,2021-10-06
2021-09-20 14:41:42,Imobiliária 258,,05 - Acompanhamento,Perdido,,2021-09-22 14:28:04,Tipo A,2021-09-22 14:28:05,2021-09-21
2021-09-20 14:43:47,Imobiliária 258,,05 - Acompanhamento,Perdido,,2021-09-22 14:28:45,Tipo A,2021-09-22 14:28:45,2021-09-21
2021-09-20 14:46:11,Imobiliária 258,,05 - Acompanhamento,Perdido,,2021-09-22 14:29:25,Tipo A,2021-09-22 14:29:26,2021-09-21
2021-09-20 14:49:01,Imobiliária 35,,02 - Ta quente!,Perdido,,2021-09-23 11:05:52,Tipo D,2021-09-23 11:05:52,
2021-09-20 14:52:49,Imobiliária 259,,01 - Contato,Em aberto,,,Tipo C,2021-10-14 11:01:07,
2021-09-20 15:10:53,Imobiliária 51,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-13 17:10:44,2021-10-01
2021-09-20 15:11:56,Imobiliária 88,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 10:37:34,
2021-09-20 15:15:36,Imobiliária 231,,02 - Ta quente!,Perdido,,2021-10-06 14:40:51,Tipo C,2021-10-06 14:40:52,2021-09-28
2021-09-20 15:16:52,Imobiliária 259,,01 - Contato,Em aberto,,,Tipo C,2021-10-13 11:50:49,2021-09-20
2021-09-20 15:30:58,Imobiliária 158,Não,05 - Acompanhamento,Perdido,,2021-10-08 10:33:42,Tipo B,2021-10-11 15:41:27,2021-10-08
2021-09-20 15:33:17,Imobiliária 46,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-07 15:11:11,2021-10-05
2021-09-20 15:38:58,Imobiliária 49,Não,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-02 09:11:01,2021-09-30
2021-09-20 15:41:56,Imobiliária 49,Não,05 - Acompanhamento,Perdido,,2021-09-21 15:21:39,Tipo C,2021-09-21 15:21:39,
2021-09-20 16:11:09,Imobiliária 49,,02 - Ta quente!,Em aberto,,,Tipo C,2021-09-30 17:14:52,2021-09-29
2021-09-20 16:13:38,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:21:13,Tipo B,2021-10-14 11:21:13,
2021-09-20 16:24:09,Imobiliária 49,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-05 11:36:31,2021-10-04
2021-09-20 16:25:08,Imobiliária 254,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-11 14:27:16,2021-10-08
2021-09-20 16:30:32,Imobiliária 254,Sim,03 - Visita Agendada,Perdido,,2021-10-14 14:54:12,Tipo C,2021-10-14 14:54:17,2021-10-13
2021-09-20 16:39:39,Imobiliária 236,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-04 08:11:07,
2021-09-20 16:45:39,Imobiliária 97,,02 - Ta quente!,Perdido,,2021-10-07 10:29:27,Tipo B,2021-10-07 10:29:27,2021-09-28
2021-09-20 16:59:24,Imobiliária 10,,02 - Ta quente!,Em aberto,,,Tipo C,2021-10-13 17:28:49,2021-10-06
2021-09-20 17:22:38,Imobiliária 50,,01 - Contato,Em aberto,,,Tipo D,2021-09-24 16:48:17,
2021-09-20 17:24:07,Imobiliária 113,,01 - Contato,Em aberto,,,Tipo B,2021-10-14 11:42:48,2021-10-11
2021-09-20 17:36:51,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-14 09:23:47,Tipo B,2021-10-14 09:23:47,
2021-09-20 17:37:54,Imobiliária 260,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-06 11:02:06,
2021-09-20 17:39:34,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 10:58:38,Tipo B,2021-10-08 10:58:38,
2021-09-20 17:42:15,Imobiliária 3,Sim,05 - Acompanhamento,Perdido,,2021-10-08 10:58:12,Tipo B,2021-10-08 10:58:12,
2021-09-20 17:44:36,Imobiliária 137,Sim,03 - Visita Agendada,Perdido,,2021-09-29 13:36:52,Tipo B,2021-09-29 13:36:52,2021-09-29
2021-09-21 09:10:37,Imobiliária 46,Sim,05 - Acompanhamento,Em aberto,,,Tipo D,2021-10-11 10:22:50,2021-10-06
2021-09-21 09:15:09,Imobiliária 46,,01 - Contato,Em aberto,,,Tipo D,2021-10-06 07:55:15,2021-10-05
2021-09-21 09:16:49,Imobiliária 46,,02 - Ta quente!,Em aberto,,,Tipo D,2021-10-07 15:12:42,2021-10-06
2021-09-21 09:20:01,Imobiliária 46,,01 - Contato,Em aberto,,,Tipo D,2021-10-05 08:19:07,2021-10-04
2021-09-21 09:44:42,Imobiliária 260,Não,05 - Acompanhamento,Perdido,,2021-10-04 14:45:15,Tipo A,2021-10-04 14:45:15,
2021-09-21 09:45:42,Imobiliária 260,Não,05 - Acompanhamento,Perdido,,2021-10-04 14:58:00,Tipo A,2021-10-04 14:58:00,
2021-09-21 09:46:25,Imobiliária 260,Não,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-04 15:03:54,
2021-09-21 09:47:07,Imobiliária 260,Não,03 - Visita Agendada,Perdido,,2021-10-13 16:43:35,Tipo A,2021-10-13 16:43:35,
2021-09-21 09:47:54,Imobiliária 260,Não,03 - Visita Agendada,Perdido,,2021-10-13 16:43:55,Tipo A,2021-10-13 16:43:55,
2021-09-21 09:54:53,Imobiliária 158,,01 - Contato,Em aberto,,,Tipo B,2021-09-21 09:56:52,
2021-09-21 10:05:29,Imobiliária 158,,02 - Ta quente!,Perdido,,2021-10-05 08:53:35,Tipo B,2021-10-05 08:53:35,
2021-09-21 10:12:05,Imobiliária 87,Não,05 - Acompanhamento,Em aberto,,,Tipo C,2021-10-13 15:37:52,
2021-09-21 10:15:22,Imobiliária 115,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-13 17:17:26,
2021-09-21 10:16:38,Imobiliária 105,Sim,02 - Ta quente!,Perdido,,2021-09-30 17:03:11,Tipo B,2021-09-30 17:03:11,2021-09-30
2021-09-21 10:24:03,Imobiliária 42,Não,03 - Visita Agendada,Perdido,,2021-09-22 10:06:39,Tipo D,2021-09-22 10:06:39,
2021-09-21 10:26:24,Imobiliária 119,,02 - Ta quente!,Em aberto,,,Tipo B,2021-10-14 09:33:45,
2021-09-21 10:29:43,Imobiliária 240,Não,05 - Acompanhamento,Perdido,,2021-10-13 17:41:45,Tipo C,2021-10-13 17:41:45,2021-09-22
2021-09-21 10:45:17,Imobiliária 258,Sim,04 - Pós-visita,Perdido,,2021-09-24 11:16:01,Tipo A,2021-09-24 11:16:02,2021-09-24
2021-09-21 11:00:24,Imobiliária 261,,01 - Contato,Em aberto,,,Tipo A,2021-10-04 08:07:40,
2021-09-21 11:06:39,Imobiliária 210,,02 - Ta quente!,Perdido,,2021-10-01 15:28:31,Tipo B,2021-10-09 10:52:29,2021-09-29
2021-09-21 11:08:53,Imobiliária 210,Sim,03 - Visita Agendada,Perdido,,2021-09-23 09:07:09,Tipo B,2021-09-23 09:07:09,2021-09-23
2021-09-21 11:08:54,Imobiliária 63,Sim,05 - Acompanhamento,Perdido,,2021-09-23 11:01:50,Tipo D,2021-09-23 11:01:50,2021-09-22
2021-09-21 11:10:08,Imobiliária 59,Não,05 - Acompanhamento,Perdido,,2021-10-02 09:51:47,Tipo D,2021-10-02 09:51:47,2021-09-30
2021-09-21 11:11:04,Imobiliária 63,Não,05 - Acompanhamento,Perdido,,2021-10-14 08:51:31,Tipo D,2021-10-14 08:51:31,2021-10-11
2021-09-21 11:23:12,Imobiliária 228,,02 - Ta quente!,Perdido,,2021-10-07 15:46:14,Tipo C,2021-10-07 15:46:14,
2021-09-21 11:31:18,Imobiliária 260,,02 - Ta quente!,Em aberto,,,Tipo A,2021-10-06 11:48:09,
2021-09-21 11:40:19,Imobiliária 131,,02 - Ta quente!,Perdido,,2021-10-01 11:46:02,Tipo B,2021-10-09 10:52:30,2021-09-29
2021-09-21 11:41:21,Imobiliária 258,Não,05 - Acompanhamento,Em aberto,,,Tipo A,2021-10-09 11:15:11,2021-10-06
2021-09-21 12:30:25,Imobiliária 148,Sim,05 - Acompanhamento,Perdido,,2021-10-14 11:22:35,Tipo B,2021-10-14 11:22:35,
2021-09-21 13:26:53,Imobiliária 44,Não,05 - Acompanhamento,Perdido,,2021-09-23 10:07:01,Tipo D,2021-09-25 11:02:14,2021-09-23
